,RequestPlace,SanctionPlace,similarityPlace,RequestId,enterprise_id
2894,北京市广州,北京市,0.6128635770504275,h,MA01J5QT-8
2895,北京市广州,北京市,0.6128635770504275,h,39791413-3
2896,北京市广州,北京市,0.6128635770504275,h,71770271-2
2897,北京市广州,北京市,0.6128635770504275,h,59769214-1
2898,北京市广州,北京市,0.6128635770504275,h,70036279-0
2899,北京市广州,北京市,0.6128635770504275,h,10150788-X
2900,北京市广州,北京市,0.6128635770504275,h,10135804-4
2973,云南牟定,云南牟定,0.9999999999999998,i,66829081-0
2974,云南牟定,云南牟定,0.9999999999999998,i,76042189-5
3161,云南省,云南,0.7586139534330497,m,32309092-8
3162,云南省,云南,0.7586139534330497,m,MA6KNQAN-4
3163,云南省,云南,0.7586139534330497,m,21815468-6
3164,云南省,云南,0.7586139534330497,m,21845240-5
3165,云南省,云南,0.7586139534330497,m,MA6K31Q1-9
3166,云南省,云南,0.7586139534330497,m,76706614-4
3167,云南省,云南,0.7586139534330497,m,69088819-X
3168,云南省,云南,0.7586139534330497,m,35180960-2
3169,云南省,云南,0.7586139534330497,m,32285270-8
3170,云南省,云南,0.7586139534330497,m,MA6KUB4U-0
3171,云南省,云南,0.7586139534330497,m,79286290-0
3172,云南省,云南,0.7586139534330497,m,67658902-X
3173,云南省,云南,0.7586139534330497,m,06713274-5
3174,云南省,云南,0.7586139534330497,m,71941518-6
3175,云南省,云南,0.7586139534330497,m,70972204-3
3176,云南省,云南,0.7586139534330497,m,21652680-2
3177,云南省,云南,0.7586139534330497,m,MA6K6FQ7-2
3178,云南省,云南,0.7586139534330497,m,MA6KTH0G-1
3179,云南省,云南,0.7586139534330497,m,79989538-5
3180,云南省,云南,0.7586139534330497,m,MA6PXNLX-7
3181,云南省,云南,0.7586139534330497,m,MA6NHJ77-5
3182,云南省,云南,0.7586139534330497,m,MA6KTWKU-4
3183,云南省,云南,0.7586139534330497,m,MA6K7DEC-7
3322,东莞,东莞,0.9999999999999998,j,32953598-3
3323,东莞,东莞,0.9999999999999998,j,77097466-1
3324,东莞,东莞,0.9999999999999998,j,61836474-6
3325,东莞,东莞,0.9999999999999998,j,67881374-2
3326,东莞,东莞,0.9999999999999998,j,67135970-0
3327,东莞,东莞,0.9999999999999998,j,61833744-9
3328,东莞,东莞,0.9999999999999998,j,69640642-X
3329,东莞,东莞,0.9999999999999998,j,06845791-2
3330,东莞,东莞,0.9999999999999998,j,07191344-8
3331,东莞,东莞,0.9999999999999998,j,31508510-9
3332,东莞,东莞,0.9999999999999998,j,31052860-1
3333,东莞,东莞,0.9999999999999998,j,MA51J5PW-5
3334,东莞,东莞,0.9999999999999998,j,32163618-1
3335,东莞,东莞,0.9999999999999998,j,31526580-4
3336,东莞,东莞,0.9999999999999998,j,MA51654K-2
3337,东莞,东莞,0.9999999999999998,j,MA4X8F94-9
3338,东莞,东莞,0.9999999999999998,j,77096561-8
3339,东莞,东莞,0.9999999999999998,j,77185471-7
3340,东莞,东莞,0.9999999999999998,j,61799646-9
3341,东莞,东莞,0.9999999999999998,j,79770143-6
3342,东莞,东莞,0.9999999999999998,j,MA4W1TPQ-X
3343,东莞,东莞,0.9999999999999998,j,55562393-0
3344,东莞,东莞,0.9999999999999998,j,61768848-2
3345,东莞,东莞,0.9999999999999998,j,31054363-3
3346,东莞,东莞,0.9999999999999998,j,MA52TJTC-0
3347,东莞,东莞,0.9999999999999998,j,78387921-7
3348,东莞,东莞,0.9999999999999998,j,79628752-8
3349,东莞,东莞,0.9999999999999998,j,56081756-1
3350,东莞,东莞,0.9999999999999998,j,78118770-0
3351,东莞,东莞,0.9999999999999998,j,71934916-6
3352,东莞,东莞,0.9999999999999998,j,61835424-9
3353,东莞,东莞,0.9999999999999998,j,72245604-2
4730,云南省,云南省,1.0,m,78169506-X
4731,云南省,云南省,1.0,m,43120143-7
4732,云南省,云南省,1.0,m,43120149-6
